AACHEN	アーヘン
AVERY	エーブリ
AVEZ	アベズ
AVISON	アビソン
AVNER	アブネル
AVOGADRO	アボガドロ
AVRAHAM	アブラハム
AVRAM	エイブラム
AVRAMOV	アブラモフ
AVVAKUM	アバクーム
AWOLOWO	アウォロウォ
AXEL	アクセル
AXELROD	アクセルロッド
AXEN	アクセン
AXLING	アクスリング
AYALA	アヤラ
AYCKBOURN	エイクボーン
AYER	アイヤー
AYLMER	エールマー
AYLWIN	エイルウィン
AYMONIER	エーモニエ
AYRES	エアズ
AYRTON	アイルトン
AYTOUN	エイトン
AYVAZ	アイバズ
AZAD	アザード
AZERBAIJAN	アゼルバイジャン
AZEVEDO	アゼベド
AZHARI	アズハリ
AZIMI	アズィミー
AZIZ	アジズ
AZORIN	アソリン
AZUELA	アスエラ
BA	バー
BAADE	バーデ
BAADER	バーダー
BAARD	バールト
BABA	ババ
BABACAR	ババカール
BABADZHANIAN	ババジャニアン
BABANGIDA	ババンギダ
BABB	バブ
BABBAGE	バベジ
BABBITT	バビット
BABCOCK	バブコック
BABE	ベーブ
BABES	バーベス
BABETTE	バベット
BABEUF	バブーフ
BABIN	バビン
BABINGER	バービンガー
BABINGTON	バビントン
BABINSKI	バビンスキー
BABOULENE	バブレーヌ
BABRAK	バブラク
BABS	バブス
BABSON	バブソン
BABU	バブ
BABYLON	バビロン
BACALL	バコール
BACANU	ベカノ
BACCHUS	バッカス
BACH	バック
BACHARACH	バカラック
BACHAUER	バッカウアー
BACHE	ベイチュ
BACHELARD	バシュラール
BACHELLER	バチェラー
BACHELOR	バチェラー
BACHEM	バッヘム
BACHMAN	バックマン
BACHMANN	バハマン
BACHRACH	バハラハ
BACHUS	バックス
BACK	バック
BACKER	バッカー
BACKHAUS	バックハウス
BACKHOUSE	バックハウス
BACKHUYSEN	バックホイセン
BACKOFEN	バッコーフェン
BACKUS	バックス
BACON	バコン
BACOVIA	バコビア
BACSIK	バクチック
BACZKO	バスコー
BADA	バーダ
BADAJOZ	バダホス
BADDELEY	バドリー
BADE	ベード
BADEN	バーデン
BADER	バーダー
BADESCU	バデスク
BADHAM	バダム
BADIA	バディア
BADINGS	バーディンクス
BADT	バット
BAECK	ベク
BAEHR	ベーハー
BAEKELAND	ベークランド
BAEKKELUND	ベッケルント
BAER	ベイヤー
BAETHGEN	ベートゲン
BAEUMKER	ボイムカー
BAEYENS	バーイエンス
BAEZ	バエズ
BAFFIN	バフィン
BAGEHOT	バジョット
BAGGESEN	バッゲセン
BAGHDAD	バグダッド
BAGLEY	バグレイ
BAGLIONI	バリオーニ
BAGLIVI	バリービ
BAGNALL	バグナル
BAGRATION	バグラティオン
BAGWELL	バグウェル
BAHAR	バハル
BAHLSEN	バールセン
BAHNER	バーナー
BAHNSEN	バーンゼン
BAHONAR	バホナール
BAHR	バール
BAHRAIN	バーレーン
BAIER	バイヤー
BAIKOV	バイコフ
BAIL	ベイル
BAILAR	ベーラー
BAILEY	ベーリィ
BAILLARGER	バイヤルジェ
BAILLEUL	ベイロイル
BAILLON	バイヨン
BAILLOT	バイヨ
BAILLOU	バイヨー
BAILLY	ベイリー
BAILY	ベイリー
BAILYN	ベイリン
BAIN	ベイン
BAINBRIDGE	ベインブリッジ
BAINES	ベインズ
BAINS	ベインズ
BAINTON	ベイントン
BAINVILLE	バンビル
BAIRD	ベアード
BAIRSTOW	ベアストー
BAJ	バイ
BAJER	バイアー
BAKAL	ベイカル
BAKALA	バカラ
BAKAN	バカン
BAKATIN	バカーチン
BAKAY	バカイ
BAKE	バーケ
BAKER	ベイカー
BAKEWELL	ベークウェル
BAKH	バッハ
BAKHTIAR	バクチアル
BAKHTIN	バフチーン
BAKKE	バーキ
BAKKER	バッカー
BAKST	バクスト
BAKU	バクー
BAKUNIN	バクーニン
BALABAN	バラバン
BALADA	バラダ
BALANCHINE	バランシン
BALANDIER	バランディエ
BALANDIN	バランジン
BALAS	バラシュ
BALAZS	バラージュ
BALBOA	バルボア
BALCAR	バルツァル
BALCHIN	ボールチン
BALCON	バルコン
BALDE	バルデ
BALDI	バルディ
BALDIN	バルディン
BALDINUCCI	バルディヌッチー
BALDOVINO	バルドビーノ
BALDRIDGE	ボルドリッジ
BALDUS	バルドゥス
BALDWIN	ボールドウィン
BALE	ベール
BALET	バレット
BALEWA	バレワ
BALEY	ベーリー
BALFE	バルフ
BALFOUR	バルフォア
BALI	バリ
BALINT	バリント
BALK	バルク
BALL	ボール
BALLANCE	バランス
BALLANTINE	バランタイン
BALLANTYNE	バランタイン
BALLARD	バラード
BALLE	バリー
BALLEK	バレック
BALLER	バラー
BALLIN	バリン
BALLING	ボーリング
BALLINGER	バリンジャー
BALLIOL	ベリアル
BALLON	バロン
BALLOU	バルー
BALLVE	バイベ
BALMACEDA	バルマセダ
BALMER	バルマー
BALMERINO	バルメリノ
BALOGH	バローグ
BALSAM	バルサム
BALSEMAO	バルセマン
BALSHAM	バルシャム
BALTA	バルタ
BALTAZAR	バルタザー
BALTHASAR	バルタザール
BALTIC	バルト
BALTIMORE	ボールティモア
BALUZE	バリューズ
BALY	ベイリー
BALZAC	バルザック
BALZER	バルツァー
BAMAKO	バマコ
BAMBER	バンバー
BAMBERGER	バンベルガー
BAMFORD	バムフォード
BAMM	バム
BAN	バン
BANACH	バーナハ
BANANA	バナナ
BANCAL	バンカール
BANCHIERI	バンキェリ
BANCROFT	バンクロフト
BAND	バント
BANDA	バンダ
BANDARANAIKE	バンダラナイケ
BANDEIRA	バンデイラ
BANDELLO	バンデッロ
BANDIERA	バンディエラ
BANDLER	バンドラー
BANDURA	バンデュラ
BANDY	バンディ
BANE	ベイン
BANERJEA	バネルジー
BANFI	バンフィ
BANFIELD	バンフィールド
BANG	バング
BANGALORE	バンガロ
BANGEMANN	バンゲマン
BANGKOK	バンコク
BANGLADESH	バングラデシュ
BANGOR	バンゴール
BANGS	バングズ
BANGUI	バンギ
BANHAM	バンハム
BANISADR	バニサドル
BANISTER	バニスター
BANJUL	バンジュール
BANK	バンク
BANKHEAD	バンクヘッド
BANKS	バンクス
BANKY	バンキー
BANNATYNE	バナタイン
BANNERMAN	バンナーマン
BANSE	バンゼ
BANTI	バンティ
BANTOCK	バントク
BANVILLE	バンビル
BANZAROV	バンザロフ
BAQUET	バケット
BAR	バール
BARA	バラ
BARABASHEV	バラバシェフ
BARACH	バラック
BARAKAT	バラカート
BARAN	バラン
BARANOV	バラーノフ
BARANOWSKY	バラノウスキー
BARASCH	バラシュ
BARASH	バラシュ
BARATI	バラティ
BARBADOS	バルバドス
BARBAR	バーバー
BARBARA	バーバラ
BARBATO	バルバート
BARBE	バルベ
BARBER	バーバー
BARBERA	バーベラ
BARBERINI	バルベリーニ
BARBIER	バービアー
BARBIERI	バルビエリ
BARBON	バーボン
BARBOSA	バルボーザ
BARBOTEU	バルボトゥー
BARBOUR	バーバー
BARBRA	バーバラ
BARCA	バルカ
BARCELONA	バーセロナ
BARCHET	バルヒェット
BARCIA	バルシア
BARCLAY	バークレー
BARCO	バルコ
BARCZA	バルツァ
BARD	バード
BARDEEN	バーディーン
BARDEM	バルデム
BARDEN	バーデン
BARDI	バルディ
BARDIN	バールジン
BARDINA	バールジナ
BARDON	バードン
BARE	バール
BAREA	バレア
BARES	バレシュ
BARFIELD	バーフィールド
BARGER	ベルガー
BARHAM	バーラム
BARI	バーリ
BARING	ベアリング
BARINOVA	バリノワ
BARIONI	バリオーニ
BARJAVEL	バルジャベル
BARK	バーク
BARKER	バーガー
BARKHAUSEN	バルクハウゼン
BARLACH	バルラハ
BARLETTA	バルレタ
BARLOW	バーロー
BARLTROP	バールトロップ
BARMEN	バーメン
BARNA	バルナ
BARNABAS	バルナバ
BARNABY	バーナビー
BARNAO	バーノオ
BARNARDO	バーナードウ
BARNAVE	バルナーブ
BARNES	バーンズ
BARNET	バーネット
BARNETT	バーネット
BARNEVELDT	バルネフェルト
BARNEVIK	バーネビク
BARNEY	バーニー
BARNFIELD	バーンフィールド
BARNHART	バーンハート
BARNOUW	バーナウ
BARNUM	バーナム
BAROIN	バロワン
BARON	バロン
BARONE	バローネ
BARONI	バローニ
BAROODY	バルーディー
BAROYAN	バロヤン
BARR	バール
BARRACLOUGH	バラクロウ
BARRANDE	バランド
BARRANQUILLA	バランキヤ
BARRAS	バラス
BARRASS	バララス
BARRATT	バラット
BARRAUD	バロー
BARRAULT	バロー
BARRE	バー
BARRERA	バレラ
BARRET	バレ
BARRETO	バレト
BARRETT	バレット
BARRIE	バーリー
BARRIENTOS	バリエントス
BARRINGTON	バリントン
BARRIOS	バリョス
BARRIS	バリス
BARRO	バロー
BARRON	バロン
BARROS	バロス
BARROSO	バロゾ
BARROW	バロー
BARROWS	バロウズ
BARRUECO	バルエコ
BARRY	バリー
BARRYMORE	バリモア
BARSANTI	バルサンティ
BARSCHEL	バルシェル
BARSOVA	バルソワ
BARSTOW	バーストウ
BART	バール
BARTELS	バルテルス
BARTENSTEIN	バルテンシュタイン
BARTH	バルト
BARTHE	バルト
BARTHEL	バルテル
BARTHELME	バーセルミ
BARTHES	バルト
BARTHOLOMEW	バーソロミュー
BARTHOU	バルトゥー
BARTIN	バルタン
BARTLETT	バートレット
BARTLEY	バートレイ
BARTON	バートン
BARTOSEK	バルトゼク
BARTRAM	バートラム
BARTSCH	バルチュ
BARTZ	バーツ
BARUCH	バルーク
BARY	バリー
BARYATINSKI	バリャチンスキー
BARZIN	バルザン
BASADRE	バサドレ
BASCOM	バスカム
BASEHART	ベースハート
BASEL	バーゼル
BASH	バァッシュ
BASHEV	バシェフ
BASHFORD	バシュフォード
BASHIKAROV	バシカロフ
BASHIR	バシル
BASHKIN	バシキン
BASIE	ベイシー
BASILE	バジール
BASILICATA	バシリカタ
BASIM	バーシム
BASIN	バザン
BASNAGE	バナージュ
BASOV	バソフ
BASQUE	バスク
BASRA	バスラ
BASS	バス
BASSANO	バッサーノ
BASSELIN	バスラン
BASSERMANN	バッサーマン
BASSETERRE	バセテール
BASSETT	バセット
BASSI	バッシー
BASSO	バッソー
BASSOW	バッソウ
BASTABLE	バスタブル
BASTIAN	バスティアン
BASTIEN	バスチャン
BASTIN	バスタン
BASU	ボシュ
BATAAN	バターン
BATAILLE	バタイユ
BATAILLON	バタヨン
BATALOV	バターロフ
BATCHELOR	バチュラー
BATE	ベイト
BATES	ベイツ
BATESON	ベイトソン
BATH	バース
BATHORI	バトリ
BATIGNE	バティーニュ
BATIN	バティン
BATMAN	バトマン
BATMUNKH	バトムンフ
BATON	バトン
BATONI	バトーニ
BATRA	バトラ
BATTAN	バタン
BATTEN	バットン
BATTERSHILL	バターシル
BATTISTA	バッティスタ
BATTISTI	バティスティ
BATTLE	バトル
BATURIN	バトゥーリン
BATY	ベイティ
BATYSHEV	バトゥイシェフ
BATYUSHKOV	バーチュシコフ
BAUCH	バウフ
BAUDIN	ボーダン
BAUDISCH	ボーディッシュ
BAUDISSIN	バウディッシン
BAUDO	ボド
BAUDOT	ボードー
BAUDOUIN	ボードワン
BAUDOUY	ボードゥイ
BAUDUIN	ボードイン
BAUER	バウアー
BAUERMEISTER	バウアーマイスター
BAUERNFEIND	バウエルンファイント
BAUERNFELD	バウエルンフェルト
BAUGH	ボー
BAUGHMAN	ボウマン
BAUHIN	ボーアン
BAUM	ボーム
BAUMANN	ボーマン
BAUMBACH	バウムバハ
BAUMEISTER	バウマイスター
BAUMGARDT	バウムガルト
BAUMGART	バウムガルト
BAUMGARTEL	バウムガルテル
BAUMGARTEN	バウムガルテン
BAUMGARTNER	バウムガルトナー
BAUMOL	バウモル
BAUNSGAARD	バウンスゴール
BAUR	バウル
BAUSANI	バウサーニ
BAUSINGER	バウジンガー
BAUTISTA	バウチスタ
BAUXITE	ボーキサイト
BAVA	ババ
BAVARIA	ババリア
BAVELIER	バブリエ
BAWDEN	ボーデン
BAXANDALL	バクサンドール
BAXTER	バクスター
BAY	ベイ
BAYAR	バヤル
BAYARD	ベイアード
BAYER	バイヤー
BAYEUX	バイユー
BAYLE	ベール
BAYLEY	ベーリー
BAYLIS	ベーリス
BAYLISS	ベーリス
BAYNE	ベイン
BAYNES	ベインズ
BAYONNE	バヨンヌ
BAYREUTH	バイロイト
BAYS	ベイズ
BAZAINE	バゼーヌ
BAZAN	バザン
BAZARGAN	バザルガン
BAZHAN	バジャン
BAZHOV	バジョーフ
BAZIN	バザン
BAZOFT	バゾフト
BAZZONI	バッツォーニ
BEACH	ビーチ
BEACHAM	ビーチャム
BEACONSFIELD	ジスレイリ
BEADLE	ビードル
BEAL	ビール
BEALE	ビール
BEALES	ビールズ
BEALS	ビールズ
BEAMER	ビーマー
BEAMON	ビーモン
BEAR	ベア
BEARD	ベアド
BEARDSLEE	ビアズリー
BEARDSLEY	ビアズレー
BEARDWOOD	ビアドウッド
BEARSTED	ベアステッド
BEASLEY	ビーズリ
BEATRICE	ビアトリス
BEATRIX	ビアトリクス
BEATTY	ベティ
BEAUCAMP	ボーカン
BEAUCHAMP	ボーシャン
BEAUDOUIN	ボードアン
BEAUDRY	ボードリ
BEAUFORD	ビューフォード
BEAUFORT	ボーフォート
BEAUJON	ボージョン
BEAUJOYEULX	ボジョアイユー
BEAUMANOIR	ボーマノアール
BEAUMARCHAIS	ボーマルシェ
BEAUMONT	ビューモント
BEAUNEVEU	ボーヌブ
BEAUREGARD	ボーレガード
BEAUVOIR	ボーボワール
BEAVEN	ビーベン
BEAVER	ビーバー
BEAVERBROOK	ビーバーブルック
BEAVERTON	ビーバートン
BEAZLEY	ビーズリ
BEBEL	ベーベル
BEC	ベック
BECCADELLI	ベッカデリ
BECERRA	ベセラ
BECHER	ベッヒャー
BECHET	ベシェ
BECHSTEIN	ベヒシュタイン
BECHUANALAND	ベチュアナランド
BECKENBACH	ベッケンバッハ
BECKER	ベッケル
BECKET	ベケット
BECKETT	ベケット
BECKFORD	ベックフォード
BECKHART	ベックハート
BECKMAN	ベックマン
BECKMANN	ベックマン
BECKWITH	ベックウィズ
BECKX	ベクス
BECKY	ベッキー
BEDA	ベーダ
BEDDOE	ベドー
BEDDOES	ベドーズ
BEDEL	ブデル
BEDFORD	ベッドフォード
BEDNORZ	ベトノーツ
BEDRICH	ベジュリフ
BEDWELL	ベッドウェル
BEEBE	ビービ
BEECH	ビーチ
BEECHAM	ビーチャム
BEECHER	ビーチャー
BEECHEY	ビーチー
BEECHING	ビーチング
BEEK	ベーク
BEEKMAN	ビークマン
BEER	ベール
BEERBOHM	ビアボーム
BEERNAERT	ベールナールト
BEERY	ビアリー
BEESON	ビーソン
BEESTON	ビーストン
BEETHAM	ビーサム
BEETS	ベーツ
BEGG	ベッグ
BEGGS	ベッグス
BEGIN	ベギン
BEGLEY	ベグリー
BEGO	ビゴ
BEHAGHEL	ベハーゲル
BEHAIM	ベハイム
BEHAM	ベーハム
BEHAN	ベーハン
BEHM	ベーム
BEHN	ベイン
BEHNCKE	ベーンケ
BEHNKE	ベーンケ
BEHOUNEK	ビェホウネク
BEHR	バー
BEHRENDT	ベーレント
BEHRENS	ベーレンズ
BEHRING	ベーリング
BEHRMAN	バーマン
BEHRMANN	ベールマン
BEHZAD	ベザット
BEIER	バイヤー
BEIL	バイル
BEILBY	ベールビ
BEILKE	バイルケ
BEILSTEIN	バイルシュタイン
BEINER	ベイナー
BEINL	バイネル
BEINUM	ベイヌム
BEIRER	バイラー
BEIRUT	ベイルート
BEITZ	バイツ
BEK	ベック
BEKETOV	ベケートフ
BEKHTEREV	ベフテレフ
BEKKER	ベッカー
BELA	ベラ
BELAFONTE	ベラフォンテ
BELALCAZAR	ベラルカサル
BELARDI	ベラルディ
BELARUS	ベラルーシ
BELASCO	ベラスコ
BELCHER	ベルチャー
BELCREDI	ベルクレディ
BELDEN	ベルデン
BELENKO	ベレンコ
BELFAST	ベルファスト
BELFORT	ベルフォール
BELGIUM	ベルギー
BELGRANO	ベルグラノ
BELHOMME	ベロム
BELIAEV	ベリヤエフ
BELING	ベーリング
BELIZE	ベリーズ
BELK	ベルク
BELKIN	ベルキン
BELKNAP	ベルナップ
BELL	ベル
BELLAH	ベラー
BELLAIRS	ベレアーズ
BELLAMY	ベラミー
BELLE	ベレ
BELLENGHI	ベレンギ
BELLEVUE	ベルビュー
BELLI	ベリ
BELLINCIONI	ベリンチオーニ
BELLIS	ベリス
BELLO	ベリョ
BELLOC	ベロック
BELLOW	ベロー
BELLOWS	ベローズ
BELLS	ベル
BELLWOOD	ベルウッド
BELMAS	ベルマス
BELMONT	ベルモント
BELMOPAN	ベルモパン
BELOCH	ベロッホ
BELOGLAZOV	ベログラゾフ
BELORUSSIA	ベラルーシ
BELOV	ベロフ
BELOW	ベロー
BELVEDERE	ベルベデール
BELVIDERE	ベルビデーレ
BELYANKIN	ベリャーンキン
BELYAYEV	ベリャーエフ
BELZU	ベルス
BEM	ベム
BEMELMANS	ベーメルマンス
BEMIS	ベミス
BEMPORAD	ベムポード
BEN	ベン
BENACERRAF	ベナセラフ
BENAGLIO	ベナリオ
BENAMOU	ベナモウ
BENARDOS	ベナルドース
BENARES	ベナレス
BENATAR	ベネター
BENAVIDES	ベナビーデス
BENBOW	ベンボウ
BENCE	ベンス
BENCH	ベンチ
BENCHLEY	ベンチリー
BENDA	バンダ
BENDALL	ベンドール
BENDER	ベンダー
BENDERSKY	ベンダースキー
BENDIX	ベンディクス
BENECKE	ベネッケ
BENEDEN	ベネーデン
BENEDETTI	ベネデッティ
BENEDETTO	ベネデット
BENEDICT	ベネディクト
BENEDICTSSON	ベネディクトソン
BENEDIKT	ベネディクト
BENEDIKTOV	ベネディクトフ
BENEDIKTSSON	ベネディクトソン
BENEDIX	ベネディクス
BENEKE	ベネキー
BENELLI	ベネッリ
BENESCH	ベネシュ
BENET	ベネット
BENEVOLI	ベネボリ
BENEVOLO	ベネーボロ
BENEZET	ベネゼー
BENFORD	ベンフォード
BENGE	ベンジ
BENGTSON	ベングトゾン
BENGTSSON	ベングトソン
BENHABYLES	ベナビレス
BENHAM	ベナム
BENI	ベニ
BENIGNO	ベニーニョ
BENIN	ベナン
BENINCASA	ベニンカーサ
BENIOFF	ベニオフ
BENITEZ	ベニテス
BENITO	ベニト
BENJAMIN	ベンヤミン
BENKE	ベンク
BENKO	ベンコ
BENKOVSKI	ベンコフスキー
BENN	ベン
BENNET	ベンネット
BENNETT	ベネット
BENNINGHOFF	ベニンホフ
BENNINGSEN	ベニングセン
BENNION	ベニヨン
BENNIS	ベニス
BENNO	ベンノー
BENOIS	ブノア
BENOIST	ブノア
BENOIT	ブノア
BENOITE	ブノワット
BENOT	ベノー
BENSA	ベンザ
BENSADON	バンサドン
BENSEN	ベンセン
BENSING	ベンジング
BENSINGER	ベンジンガー
BENSON	ベンソン
BENT	ベント
BENTHALL	ベンソール
BENTHAM	ベンサム
BENTINCK	ベンティンク
BENTIVOGLIO	ベンティボリオ
BENTLEY	ベントレー
BENTOIU	ベントイウ
BENTON	ベントン
BENTONELLI	ベントネリ
BENTOV	ベントフ
BENTZON	ベンソン
BENUA	ベヌアー
BENUSSI	ベヌシ
BENVENISTE	バンベニスト
BENVENUTI	ベンベヌーチ
BENVENUTO	ベンベヌート
BENZ	ベンツ
BENZI	ベンツィ
BEPPE	ベッペ
BER	ベール
BERANEK	ベラネク
BERBER	バーバー
BERBERIAN	バーベリアン
BERCHEM	ベルヘム
BERCKHEYDE	ベルクハイデ
BERDNIKOV	ベールドニコフ
BEREGOVOY	ベレゴボワ
BEREK	ベレーク
BERELSON	ベレルソン
BEREND	ベレント
BERENDT	ベーレント
BERENDZEN	ベレンゼン
BERENGER	ベレンジャー
BERENSON	ベレンソン
BERENT	ベレント
BERESFORD	ベリズフォード
BEREZIN	ベレジン
BERG	ベルグ
BERGA	ベルグ
BERGAIGNE	ベルゲーニュ
BERGAMINI	バーガミニ
BERGANZA	ベルガンサ
BERGBOM	ベルクボーム
BERGE	ベルジュ
BERGEAT	ベルゲアト
BERGEL	ベルゲル
BERGEN	バーゲン
BERGENGRUEN	ベルゲングリューン
BERGER	ベルガー
BERGERON	バージェロン
BERGGREN	ベルグレン
BERGH	ベリ
BERGHOFER	バーグホーファー
BERGIER	ベルジュ
BERGIUS	ベルギウス
BERGLUND	ベリルンド
BERGMAN	ベリマン
BERGMANN	ベルグマン
BERGMEYER	ベルグマイヤー
BERGNER	ベルクナー
BERGONZELLI	ベルゴンゼッリ
BERGONZI	バーゴンジー
BERGSON	ベルグソン
BERGSTEN	バーグステン
BERHARD	ベルンハルト
BERIGAN	ベリガン
BERING	ベーリング
BERINGER	ベーリンガー
BERK	バーク
BERKE	バーク
BERKELEY	バークリ
BERKEN	ベルケン
BERKHIN	ベールヒン
BERKI	バーキー
BERKMAN	ベルクマン
BERKNER	バークナー
BERKOV	バーコフ
BERKOWITZ	バーコビッツ
BERKSHIRE	バークシャー
BERL	ベルル
BERLAGE	ベルラーヘ
BERLANGA	ベルランガ
BERLE	バール
BERLICHINGEN	ベルリヒンゲン
BERLIN	ベルリン
BERLINER	バーリナー
BERLINGER	ベルリンガー
BERLINSKY	ベルリンスキー
BERLIOZ	ベルリオーズ
BERMANT	バーマント
BERMEJO	ベアメイホウ
BERMUDEZ	バーミューデス
BERN	ベルン
BERNA	ベルナ
BERNAC	ベルナック
BERNADAC	ベルナダク
BERNADETTE	バーナデット
BERNADI	バーナーディ
BERNAL	バナール
BERNANOS	ベルナノス
BERNARDA	バーナード
BERNARDES	ベルナルデス
BERNARDI	ベルナード
BERNARDINE	ベルナルディヌ
BERNARDINI	ベルナルディーニ
BERNARDINO	ベルナルディノ
BERNAUER	ベルナウアー
BERNAYS	ベルナイス
BERNBAUM	バーンバウム
BERNBECK	バーンベック
BERND	ベルント
BERNDT	ベアンテ
BERNE	バーン
BERNEKER	ベルネカー
BERNER	バーナー
BERNERS	バーナーズ
BERNERT	ベルネール
BERNET	ベルネット
BERNETT	バーネット
